Date,Time,Team1,Score1,Team2,Score2,Label,OT,Attendance,Misc
Fri Apr 12 2024,8:00p,Toronto Raptors,103,Miami Heat,125,Box Score,,19600,
Fri Apr 12 2024,8:00p,Atlanta Hawks,106,Minnesota Timberwolves,109,Box Score,,18024,
Fri Apr 12 2024,8:00p,Milwaukee Bucks,107,Oklahoma City Thunder,125,Box Score,,18203,
Fri Apr 12 2024,8:00p,Denver Nuggets,120,San Antonio Spurs,121,Box Score,,18665,
Fri Apr 12 2024,8:30p,Detroit Pistons,107,Dallas Mavericks,89,Box Score,,20274,
Fri Apr 12 2024,10:00p,New Orleans Pelicans,114,Golden State Warriors,109,Box Score,,18064,
Fri Apr 12 2024,10:00p,Houston Rockets,116,Portland Trail Blazers,107,Box Score,,18630,
Fri Apr 12 2024,10:30p,Utah Jazz,110,Los Angeles Clippers,109,Box Score,,19370,
Fri Apr 12 2024,10:30p,Phoenix Suns,108,Sacramento Kings,107,Box Score,,17832,
Sun Apr 14 2024,1:00p,Washington Wizards,122,Boston Celtics,132,Box Score,,19156,
Sun Apr 14 2024,1:00p,Charlotte Hornets,120,Cleveland Cavaliers,110,Box Score,,19432,
Sun Apr 14 2024,1:00p,Atlanta Hawks,115,Indiana Pacers,157,Box Score,,17274,
Sun Apr 14 2024,1:00p,Toronto Raptors,103,Miami Heat,118,Box Score,,19600,
Sun Apr 14 2024,1:00p,Chicago Bulls,119,New York Knicks,120,Box Score,OT,19812,
Sun Apr 14 2024,1:00p,Milwaukee Bucks,88,Orlando Magic,113,Box Score,,18846,
Sun Apr 14 2024,1:00p,Brooklyn Nets,86,Philadelphia 76ers,107,Box Score,,20246,
Sun Apr 14 2024,3:30p,Utah Jazz,116,Golden State Warriors,123,Box Score,,18064,
Sun Apr 14 2024,3:30p,Houston Rockets,116,Los Angeles Clippers,105,Box Score,,19370,
Sun Apr 14 2024,3:30p,Denver Nuggets,126,Memphis Grizzlies,111,Box Score,,17544,
Sun Apr 14 2024,3:30p,Phoenix Suns,125,Minnesota Timberwolves,106,Box Score,,18024,
Sun Apr 14 2024,3:30p,Los Angeles Lakers,124,New Orleans Pelicans,108,Box Score,,18633,
Sun Apr 14 2024,3:30p,Dallas Mavericks,86,Oklahoma City Thunder,135,Box Score,,18203,
Sun Apr 14 2024,3:30p,Portland Trail Blazers,82,Sacramento Kings,121,Box Score,,18037,
Sun Apr 14 2024,3:30p,Detroit Pistons,95,San Antonio Spurs,123,Box Score,,18516,
